state,city,stateDisplay,cityDisplay,avgRoofSizeSqft,avgPitch,roofsScanned,lastUpdated,laborCostLow,laborCostHigh,asphalt_shingle_costPerSqft,asphalt_shingle_costPerSquare,metal_costPerSqft,metal_costPerSquare,designer_shingle_costPerSqft,designer_shingle_costPerSquare,clay_terra_cotta_costPerSqft,clay_terra_cotta_costPerSquare,concrete_costPerSqft,concrete_costPerSquare,cedar_shingle_costPerSqft,cedar_shingle_costPerSquare,flat_roof_costPerSqft,flat_roof_costPerSquare
indiana,greenwood,Indiana,Greenwood,2654,4/12,27834,2026-02-09,,,6.31,631,16.94,1694,8.11,811,,,,,,,,
indiana,hammond,Indiana,Hammond,2850,4/12,30748,2026-02-09,,,6.89,689,16.94,1694,8.11,811,,,,,,,,
indiana,indianapolis,Indiana,Indianapolis,2093,6/12,324304,2026-02-09,,,5.72,572,16.94,1694,8.11,811,,,,,,,,
indiana,kokomo,Indiana,Kokomo,2654,6/12,37382,2026-02-09,,,6.31,631,16.94,1694,8.11,811,,,,,,,,
indiana,lafayette,Indiana,Lafayette,1973,4/12,39617,2026-02-09,,,7.33,733,16.94,1694,8.11,811,,,,,,,,
indiana,muncie,Indiana,Muncie,2654,4/12,43914,2026-02-09,,,6.31,631,16.94,1694,8.11,811,,,,,,,,
indiana,noblesville,Indiana,Noblesville,4375,6/12,23223,2026-02-09,,,6.31,631,16.94,1694,8.11,811,,,,,,,,
indiana,south-bend,Indiana,South Bend,2654,4/12,64131,2026-02-09,,,6.31,631,16.94,1694,7.58,758,,,,,,,,
indiana,terre-haute,Indiana,Terre Haute,2654,4/12,39804,2026-02-09,,,6.31,631,16.94,1694,8.11,811,,,,,,,,
indiana,valparaiso,Indiana,Valparaiso,2654,6/12,32927,2026-02-09,,,6.31,631,16.94,1694,8.11,811,,,,,,,,
iowa,ames,Iowa,Ames,1847,6/12,17390,2026-02-09,,,6.08,608,14.84,1484,7.96,796,,,,,,,,
iowa,ankeny,Iowa,Ankeny,1611,6/12,18580,2026-02-09,,,5.79,579,12.85,1285,7.96,796,,,,,,,,
iowa,burlington,Iowa,Burlington,1847,4/12,15609,2026-02-09,,,6.08,608,14.84,1484,7.96,796,,,,,,,,
iowa,cedar-falls,Iowa,Cedar Falls,1076,4/12,16914,2026-02-09,,,6.52,652,14.84,1484,7.96,796,,,,,,,,
iowa,cedar-rapids,Iowa,Cedar Rapids,1297,4/12,59412,2026-02-09,,,6.26,626,14.84,1484,7.96,796,,,,,,,,
iowa,clinton,Iowa,Clinton,1847,4/12,14810,2026-02-09,,,6.08,608,14.84,1484,7.96,796,,,,,,,,
iowa,council-bluffs,Iowa,Council Bluffs,1847,4/12,25260,2026-02-09,,,6.08,608,14.84,1484,7.96,796,,,,,,,,
iowa,davenport,Iowa,Davenport,1583,4/12,39700,2026-02-09,,,6.45,645,14.84,1484,7.96,796,,,,,,,,
iowa,des-moines,Iowa,Des Moines,1611,6/12,81245,2026-02-09,,,5.79,579,12.85,1285,7.96,796,,,,,,,,
iowa,dubuque,Iowa,Dubuque,1847,4/12,29951,2026-02-09,,,6.08,608,14.84,1484,7.96,796,,,,,,,,
iowa,fort-dodge,Iowa,Fort Dodge,1847,4/12,15115,2026-02-09,,,6.08,608,14.84,1484,7.96,796,,,,,,,,
iowa,iowa-city,Iowa,Iowa City,1847,4/12,23418,2026-02-09,,,6.08,608,14.84,1484,7.96,796,,,,,,,,
iowa,marion,Iowa,Marion,1297,4/12,16374,2026-02-09,,,6.26,626,14.84,1484,7.96,796,,,,,,,,
iowa,marshalltown,Iowa,Marshalltown,1710,4/12,15049,2026-02-09,,,5.59,559,14.84,1484,7.96,796,,,,,,,,
iowa,mason-city,Iowa,Mason City,1847,4/12,16850,2026-02-09,,,6.08,608,14.84,1484,7.96,796,,,,,,,,
iowa,muscatine,Iowa,Muscatine,1847,4/12,15792,2026-02-09,,,6.08,608,14.84,1484,7.96,796,,,,,,,,
iowa,ottumwa,Iowa,Ottumwa,1847,4/12,17797,2026-02-09,,,6.08,608,14.84,1484,7.96,796,,,,,,,,
iowa,sioux-city,Iowa,Sioux City,1847,4/12,33855,2026-02-09,,,6.08,608,14.84,1484,7.96,796,,,,,,,,
iowa,urbandale,Iowa,Urbandale,1611,6/12,14408,2026-02-09,,,5.79,579,12.85,1285,7.96,796,,,,,,,,
iowa,waterloo,Iowa,Waterloo,1076,4/12,35165,2026-02-09,,,6.52,652,14.84,1484,7.96,796,,,,,,,,
kansas,dodge-city,Kansas,Dodge City,2355,6/12,12485,2026-02-09,,,6.3,630,14.31,1431,8.75,875,,,,,,,,
kansas,emporia,Kansas,Emporia,2355,4/12,13299,2026-02-09,,,6.3,630,14.31,1431,8.75,875,,,,,,,,
kansas,garden-city,Kansas,Garden City,2355,4/12,14219,2026-02-09,,,6.3,630,14.31,1431,8.75,875,,,,,,,,
kansas,great-bend,Kansas,Great Bend,2355,4/12,11989,2026-02-09,,,6.3,630,14.31,1431,8.75,875,,,,,,,,
kansas,hays,Kansas,Hays,2355,6/12,12379,2026-02-09,,,6.3,630,14.31,1431,8.75,875,,,,,,,,
kansas,hutchinson,Kansas,Hutchinson,2355,4/12,26400,2026-02-09,,,6.3,630,14.31,1431,8.75,875,,,,,,,,
kansas,junction-city,Kansas,Junction City,2355,4/12,11620,2026-02-09,,,6.3,630,14.31,1431,8.75,875,,,,,,,,
kansas,kansas-city,Kansas,Kansas City,1963,4/12,54841,2026-02-09,,,6.16,616,14.31,1431,8.75,875,,,,,,,,
kansas,lawrence,Kansas,Lawrence,2355,4/12,31978,2026-02-09,,,6.3,630,14.31,1431,8.75,875,,,,,,,,
kansas,leavenworth,Kansas,Leavenworth,2355,6/12,15850,2026-02-09,,,6.3,630,14.31,1431,8.75,875,,,,,,,,
kansas,leawood,Kansas,Leawood,2747,6/12,11642,2026-02-09,,,6.21,621,14.31,1431,8.75,875,,,,,,,,
kansas,lenexa,Kansas,Lenexa,2747,6/12,14941,2026-02-09,,,6.21,621,14.31,1431,8.75,875,,,,,,,,
kansas,manhattan,Kansas,Manhattan,2355,6/12,19699,2026-02-09,,,6.3,630,14.31,1431,8.75,875,,,,,,,,
kansas,olathe,Kansas,Olathe,2747,6/12,37238,2026-02-09,1.5,3.5,6.21,621,14.31,1431,8.75,875,,,,,,,,
kansas,overland-park,Kansas,Overland Park,2948,6/12,52411,2026-02-09,,,6.34,634,14.31,1431,8.75,875,,,,,,,,
kansas,pittsburg,Kansas,Pittsburg,2355,4/12,12898,2026-02-09,,,6.3,630,14.31,1431,8.75,875,,,,,,,,
kansas,salina,Kansas,Salina,2355,4/12,23787,2026-02-09,,,6.3,630,14.31,1431,8.75,875,,,,,,,,
kansas,shawnee,Kansas,Shawnee,2545,6/12,23110,2026-02-09,,,6.05,605,14.31,1431,8.75,875,,,,,,,,
kansas,topeka,Kansas,Topeka,2355,4/12,61549,2026-02-09,1.25,2.75,6.3,630,14.31,1431,8.75,875,,,,,,,,
kansas,wichita,Kansas,Wichita,2691,4/12,146568,2026-02-09,2.0,3.5,6.69,669,14.31,1431,8.75,875,,,,,,,,
kentucky,bardstown,Kentucky,Bardstown,2133,6/12,16144,2026-02-09,,,6.26,626,10.84,1084,6.41,641,,,,,,,,
kentucky,bowling-green,Kentucky,Bowling Green,2133,4/12,42904,2026-02-09,,,6.26,626,10.84,1084,6.41,641,,,,,,,,
kentucky,campbellsville,Kentucky,Campbellsville,2133,6/12,17286,2026-02-09,,,6.26,626,10.84,1084,6.41,641,,,,,,,,
kentucky,corbin,Kentucky,Corbin,2133,6/12,16333,2026-02-09,,,6.26,626,10.84,1084,6.41,641,,,,,,,,
kentucky,elizabethtown,Kentucky,Elizabethtown,2133,6/12,22803,2026-02-09,2.0,4.0,6.26,626,10.84,1084,6.41,641,,,,,,,,
kentucky,frankfort,Kentucky,Frankfort,2133,6/12,25334,2026-02-09,1.5,3.0,6.26,626,10.84,1084,6.41,641,,,,,,,,
kentucky,georgetown,Kentucky,Georgetown,2133,6/12,18442,2026-02-09,,,6.26,626,10.84,1084,6.41,641,,,,,,,,
kentucky,glasgow,Kentucky,Glasgow,2133,4/12,19379,2026-02-09,,,6.26,626,10.84,1084,6.41,641,,,,,,,,
kentucky,henderson,Kentucky,Henderson,2133,6/12,18251,2026-02-09,,,6.26,626,10.84,1084,6.41,641,,,,,,,,
kentucky,hopkinsville,Kentucky,Hopkinsville,2133,6/12,22396,2026-02-09,,,6.26,626,10.84,1084,6.41,641,,,,,,,,
kentucky,lexington,Kentucky,Lexington,2684,6/12,105396,2026-02-09,,,5.6,560,10.84,1084,6.41,641,,,,,,,,
kentucky,london,Kentucky,London,2133,6/12,25170,2026-02-09,1.5,3.25,6.26,626,10.84,1084,6.41,641,,,,,,,,
kentucky,louisville,Kentucky,Louisville,2133,6/12,272271,2026-02-09,,,6.26,626,11.35,1135,6.49,649,,,,,,,,
kentucky,nicholasville,Kentucky,Nicholasville,2133,6/12,18893,2026-02-09,,,6.26,626,10.84,1084,6.41,641,,,,,,,,
kentucky,owensboro,Kentucky,Owensboro,1383,6/12,37005,2026-02-09,1.25,2.5,6.54,654,10.84,1084,6.41,641,,,,,,,,
kentucky,paducah,Kentucky,Paducah,2133,6/12,30863,2026-02-09,,,6.26,626,10.84,1084,6.41,641,,,,,,,,
kentucky,richmond,Kentucky,Richmond,2133,6/12,24703,2026-02-09,,,6.26,626,10.84,1084,6.41,641,,,,,,,,
kentucky,shepherdsville,Kentucky,Shepherdsville,2133,6/12,16887,2026-02-09,,,6.26,626,10.84,1084,6.41,641,,,,,,,,
kentucky,somerset,Kentucky,Somerset,2133,4/12,24887,2026-02-09,,,6.26,626,10.84,1084,6.41,641,,,,,,,,
kentucky,winchester,Kentucky,Winchester,2133,6/12,19626,2026-02-09,,,6.26,626,10.84,1084,6.41,641,,,,,,,,
louisiana,alexandria,Louisiana,Alexandria,2750,4/12,24704,2026-02-09,,,5.33,533,13.89,1389,7.85,785,,,,,,,,
louisiana,baton-rouge,Louisiana,Baton Rouge,2208,4/12,114190,2026-02-09,2.5,4.5,5.4,540,13.89,1389,7.85,785,,,,,,,,
louisiana,bossier-city,Louisiana,Bossier City,2025,4/12,25445,2026-02-09,1.8,3.25,6.03,603,13.89,1389,7.85,785,,,,,,,,
louisiana,covington,Louisiana,Covington,2328,4/12,23510,2026-02-09,2.5,4.25,4.51,451,13.89,1389,7.85,785,,,,,,,,
louisiana,denham-springs,Louisiana,Denham Springs,2750,4/12,30887,2026-02-09,,,5.33,533,13.89,1389,7.85,785,,,,,,,,
louisiana,hammond,Louisiana,Hammond,2750,4/12,19939,2026-02-09,,,5.33,533,13.89,1389,7.85,785,,,,,,,,
louisiana,houma,Louisiana,Houma,2750,4/12,34175,2026-02-09,,,5.33,533,13.89,1389,7.85,785,,,,,,,,
louisiana,kenner,Louisiana,Kenner,2405,4/12,17821,2026-02-09,2.5,5.5,4.52,452,13.89,1389,7.85,785,,,,,,,,
louisiana,lafayette,Louisiana,Lafayette,3460,4/12,55582,2026-02-09,,,5.99,599,13.89,1389,7.85,785,,,,,,,,
louisiana,lake-charles,Louisiana,Lake Charles,2750,4/12,55314,2026-02-09,2.0,4.5,5.33,533,13.89,1389,7.85,785,,,,,,,,
louisiana,metairie,Louisiana,Metairie,2722,6/12,47675,2026-02-09,1.5,3.5,5.3,530,13.89,1389,7.85,785,,,,,,,,
louisiana,monroe,Louisiana,Monroe,2750,4/12,30148,2026-02-09,,,5.33,533,13.89,1389,7.85,785,,,,,,,,
louisiana,new-iberia,Louisiana,New Iberia,2750,4/12,29910,2026-02-09,1.8,3.25,5.33,533,13.89,1389,7.85,785,,,,,,,,
louisiana,new-orleans,Louisiana,New Orleans,2216,4/12,113463,2026-02-09,3.0,7.0,4.44,444,13.89,1389,7.85,785,,,,,,,,
louisiana,opelousas,Louisiana,Opelousas,2750,4/12,21461,2026-02-09,,,5.33,533,13.89,1389,7.85,785,,,,,,,,
louisiana,shreveport,Louisiana,Shreveport,2750,4/12,86163,2026-02-09,,,5.33,533,13.89,1389,7.85,785,,,,,,,,
louisiana,slidell,Louisiana,Slidell,2302,4/12,33752,2026-02-09,3.0,6.0,4.37,437,13.89,1389,7.85,785,,,,,,,,
louisiana,sulphur,Louisiana,Sulphur,2750,4/12,20227,2026-02-09,1.25,2.25,5.33,533,13.89,1389,7.85,785,,,,,,,,
louisiana,thibodaux,Louisiana,Thibodaux,2750,4/12,18722,2026-02-09,,,5.33,533,13.89,1389,7.85,785,,,,,,,,
louisiana,west-monroe,Louisiana,West Monroe,2750,4/12,24296,2026-02-09,2.5,5.5,5.33,533,13.89,1389,7.85,785,,,,,,,,
maine,auburn,Maine,Auburn,2468,6/12,8186,2026-02-09,,,7.37,737,,,7.96,796,,,,,,,,
maine,augusta,Maine,Augusta,2468,4/12,11715,2026-02-09,2.5,5.5,7.37,737,,,7.96,796,,,,,,,,
maine,bangor,Maine,Bangor,2468,6/12,17818,2026-02-09,3.0,6.0,7.37,737,,,7.96,796,,,,,,,,
maine,bath,Maine,Bath,2468,6/12,5394,2026-02-09,,,7.37,737,,,7.96,796,,,,,,,,
maine,biddeford,Maine,Biddeford,2468,6/12,7713,2026-02-09,,,7.37,737,,,7.96,796,,,,,,,,
maine,brunswick,Maine,Brunswick,1663,6/12,8267,2026-02-09,,,7.31,731,,,7.96,796,,,,,,,,
maine,caribou,Maine,Caribou,2468,6/12,6116,2026-02-09,,,7.37,737,,,7.96,796,,,,,,,,
maine,ellsworth,Maine,Ellsworth,2468,6/12,9596,2026-02-09,,,7.37,737,,,7.96,796,,,,,,,,
maine,gardiner,Maine,Gardiner,2468,6/12,6676,2026-02-09,,,7.37,737,,,7.96,796,,,,,,,,
maine,kennebunk,Maine,Kennebunk,2468,6/12,5240,2026-02-09,,,7.37,737,,,7.96,796,,,,,,,,
maine,lewiston,Maine,Lewiston,2468,6/12,9705,2026-02-09,,,7.37,737,,,7.96,796,,,,,,,,
maine,portland,Maine,Portland,1663,6/12,15213,2026-02-09,,,7.31,731,,,7.96,796,,,,,,,,
maine,saco,Maine,Saco,2468,6/12,6787,2026-02-09,2.5,4.5,7.37,737,,,7.96,796,,,,,,,,
maine,sanford,Maine,Sanford,2468,6/12,7040,2026-02-09,,,7.37,737,,,7.96,796,,,,,,,,
maine,skowhegan,Maine,Skowhegan,2468,4/12,6139,2026-02-09,,,7.37,737,,,7.96,796,,,,,,,,
maine,south-portland,Maine,South Portland,1663,4/12,6897,2026-02-09,,,7.31,731,,,7.96,796,,,,,,,,
maine,waterville,Maine,Waterville,2468,6/12,11303,2026-02-09,2.0,4.0,7.37,737,,,7.96,796,,,,,,,,
maine,wells,Maine,Wells,2468,6/12,8350,2026-02-09,3.5,6.5,7.37,737,,,7.96,796,,,,,,,,
maine,windham,Maine,Windham,1663,6/12,7422,2026-02-09,,,7.31,731,,,7.96,796,,,,,,,,
maine,york,Maine,York,2468,6/12,5287,2026-02-09,,,7.37,737,,,7.96,796,,,,,,,,
maryland,annapolis,Maryland,Annapolis,1910,6/12,24821,2026-02-09,,,7.3,730,,,8.71,871,,,,,,,,
maryland,baltimore,Maryland,Baltimore,1724,6/12,71842,2026-02-09,,,7.0,700,,,8.71,871,,,,,,,,
maryland,bel-air,Maryland,Bel Air,2030,6/12,17455,2026-02-09,,,6.97,697,,,8.71,871,,,,,,,,
maryland,bethesda,Maryland,Bethesda,2156,6/12,22732,2026-02-09,,,7.27,727,,,8.45,845,,,,,,,,
maryland,bowie,Maryland,Bowie,1255,6/12,27727,2026-02-09,,,7.02,702,,,8.71,871,,,,,,,,
maryland,columbia,Maryland,Columbia,2542,6/12,16993,2026-02-09,,,7.67,767,,,8.71,871,,,,,,,,
maryland,cumberland,Maryland,Cumberland,2030,4/12,17182,2026-02-09,1.5,3.0,6.97,697,,,8.71,871,,,,,,,,
maryland,ellicott-city,Maryland,Ellicott City,3580,6/12,20148,2026-02-09,2.5,4.5,7.04,704,,,8.71,871,,,,,,,,
maryland,frederick,Maryland,Frederick,3663,6/12,29991,2026-02-09,,,6.17,617,,,8.71,871,,,,,,,,
maryland,gaithersburg,Maryland,Gaithersburg,1764,6/12,25974,2026-02-09,,,6.87,687,,,8.26,826,,,,,,,,
maryland,glen-burnie,Maryland,Glen Burnie,1910,6/12,21660,2026-02-09,,,7.3,730,,,8.71,871,,,,,,,,
maryland,hagerstown,Maryland,Hagerstown,2030,6/12,30343,2026-02-09,,,6.97,697,,,8.71,871,,,,,,,,
maryland,hyattsville,Maryland,Hyattsville,1255,6/12,27422,2026-02-09,,,7.02,702,,,8.71,871,,,,,,,,
maryland,pasadena,Maryland,Pasadena,1910,6/12,19963,2026-02-09,,,7.3,730,,,8.71,871,,,,,,,,
maryland,rockville,Maryland,Rockville,2461,6/12,27042,2026-02-09,,,6.8,680,,,8.45,845,,,,,,,,
maryland,salisbury,Maryland,Salisbury,2030,6/12,22613,2026-02-09,,,6.97,697,,,8.71,871,,,,,,,,
maryland,silver-spring,Maryland,Silver Spring,1985,6/12,54332,2026-02-09,2.5,4.5,6.66,666,,,8.45,845,,,,,,,,
maryland,upper-marlboro,Maryland,Upper Marlboro,1212,6/12,25528,2026-02-09,,,7.28,728,,,8.71,871,,,,,,,,
maryland,waldorf,Maryland,Waldorf,1902,6/12,21697,2026-02-09,,,7.11,711,,,8.71,871,,,,,,,,
maryland,westminster,Maryland,Westminster,2909,6/12,22519,2026-02-09,,,7.14,714,,,8.71,871,,,,,,,,
massachusetts,attleboro,Massachusetts,Attleboro,2117,6/12,12692,2026-02-09,2.5,4.5,6.61,661,,,6.6,660,,,,,,,,
massachusetts,brockton,Massachusetts,Brockton,2117,6/12,23766,2026-02-09,,,6.61,661,,,6.6,660,,,,,,,,
massachusetts,chicopee,Massachusetts,Chicopee,1259,6/12,15834,2026-02-09,,,6.55,655,,,6.6,660,,,,,,,,
massachusetts,fall-river,Massachusetts,Fall River,2117,4/12,20246,2026-02-09,,,6.61,661,,,6.6,660,,,,,,,,
massachusetts,framingham,Massachusetts,Framingham,2117,6/12,17474,2026-02-09,3.0,5.5,6.61,661,,,6.6,660,,,,,,,,
massachusetts,haverhill,Massachusetts,Haverhill,2117,6/12,16345,2026-02-09,,,6.61,661,,,6.6,660,,,,,,,,
massachusetts,lowell,Massachusetts,Lowell,2117,4/12,20132,2026-02-09,,,6.61,661,,,6.6,660,,,,,,,,
massachusetts,lynn,Massachusetts,Lynn,2117,6/12,18461,2026-02-09,,,6.61,661,,,6.6,660,,,,,,,,
massachusetts,medford,Massachusetts,Medford,2117,6/12,14339,2026-02-09,,,6.61,661,,,6.6,660,,,,,,,,
massachusetts,methuen,Massachusetts,Methuen,2117,6/12,13385,2026-02-09,,,6.61,661,,,6.6,660,,,,,,,,
massachusetts,new-bedford,Massachusetts,New Bedford,2117,6/12,25355,2026-02-09,,,6.61,661,,,6.6,660,,,,,,,,
massachusetts,peabody,Massachusetts,Peabody,2117,6/12,15087,2026-02-09,2.5,4.5,6.61,661,,,6.6,660,,,,,,,,
massachusetts,pittsfield,Massachusetts,Pittsfield,2117,4/12,18513,2026-02-09,,,6.61,661,,,6.6,660,,,,,,,,
massachusetts,plymouth,Massachusetts,Plymouth,2117,6/12,22099,2026-02-09,,,6.61,661,,,6.6,660,,,,,,,,
massachusetts,quincy,Massachusetts,Quincy,1243,6/12,21431,2026-02-09,,,7.35,735,,,6.6,660,,,,,,,,
massachusetts,springfield,Massachusetts,Springfield,1259,4/12,37033,2026-02-09,2.5,4.5,6.55,655,,,6.6,660,,,,,,,,
massachusetts,taunton,Massachusetts,Taunton,2117,6/12,15811,2026-02-09,3.75,7.0,6.61,661,,,6.6,660,,,,,,,,
massachusetts,waltham,Massachusetts,Waltham,2117,6/12,13703,2026-02-09,,,6.61,661,,,6.6,660,,,,,,,,
massachusetts,westfield,Massachusetts,Westfield,1259,6/12,14998,2026-02-09,,,6.55,655,,,6.6,660,,,,,,,,
massachusetts,worcester,Massachusetts,Worcester,1322,6/12,41043,2026-02-09,,,7.34,734,,,6.6,660,,,,,,,,
michigan,ann-arbor,Michigan,Ann Arbor,2092,6/12,38295,2026-02-09,,,6.52,652,17.1,1710,8.03,803,,,,,,,,
michigan,battle-creek,Michigan,Battle Creek,2092,4/12,43756,2026-02-09,1.25,2.25,6.52,652,18.19,1819,8.03,803,,,,,,,,
michigan,bay-city,Michigan,Bay City,2001,4/12,32772,2026-02-09,,,6.55,655,18.19,1819,8.03,803,,,,,,,,
michigan,clinton-township,Michigan,Clinton Township,1772,6/12,31214,2026-02-09,,,6.92,692,18.19,1819,8.03,803,,,,,,,,
michigan,dearborn,Michigan,Dearborn,1662,6/12,40719,2026-02-09,,,6.73,673,18.19,1819,8.33,833,,,,,,,,
michigan,detroit,Michigan,Detroit,1642,4/12,254331,2026-02-09,2.5,4.5,6.7,670,18.19,1819,8.33,833,,,,,,,,
michigan,flint,Michigan,Flint,1826,4/12,78130,2026-02-09,,,6.91,691,18.19,1819,8.03,803,,,,,,,,
michigan,grand-rapids,Michigan,Grand Rapids,2092,6/12,122371,2026-02-09,,,6.52,652,18.19,1819,8.03,803,,,,,,,,
michigan,holland,Michigan,Holland,2092,4/12,34801,2026-02-09,1.25,2.75,6.52,652,18.19,1819,8.03,803,,,,,,,,
michigan,jackson,Michigan,Jackson,2092,4/12,47940,2026-02-09,,,6.52,652,18.19,1819,8.03,803,,,,,,,,
michigan,kalamazoo,Michigan,Kalamazoo,1194,6/12,53225,2026-02-09,,,6.47,647,18.19,1819,8.03,803,,,,,,,,
michigan,lansing,Michigan,Lansing,2314,6/12,65349,2026-02-09,1.25,3.25,7.7,770,18.19,1819,8.03,803,,,,,,,,
michigan,livonia,Michigan,Livonia,1662,6/12,45648,2026-02-09,,,6.73,673,18.19,1819,8.33,833,,,,,,,,
michigan,muskegon,Michigan,Muskegon,2092,4/12,57122,2026-02-09,,,6.52,652,18.19,1819,8.03,803,,,,,,,,
michigan,rochester,Michigan,Rochester,2092,6/12,32775,2026-02-09,1.75,3.75,6.52,652,18.19,1819,8.03,803,,,,,,,,
michigan,saginaw,Michigan,Saginaw,2387,4/12,59100,2026-02-09,1.5,3.0,6.94,694,18.19,1819,8.03,803,,,,,,,,
michigan,sterling-heights,Michigan,Sterling Heights,1121,6/12,42854,2026-02-09,,,7.23,723,18.19,1819,8.03,803,,,,,,,,
michigan,traverse-city,Michigan,Traverse City,1792,6/12,36577,2026-02-09,,,5.77,577,18.19,1819,8.03,803,,,,,,,,
michigan,warren,Michigan,Warren,2422,4/12,57639,2026-02-09,,,6.78,678,18.19,1819,8.03,803,,,,,,,,
michigan,westland,Michigan,Westland,1662,4/12,34752,2026-02-09,,,6.73,673,18.19,1819,8.33,833,,,,,,,,
minnesota,alexandria,Minnesota,Alexandria,2209,4/12,16248,2026-02-09,2.5,4.0,7.31,731,18.47,1847,8.72,872,,,,,,,,
minnesota,andover,Minnesota,Andover,2209,6/12,18690,2026-02-09,2.0,4.0,7.31,731,18.47,1847,8.72,872,,,,,,,,
minnesota,anoka,Minnesota,Anoka,2209,4/12,18349,2026-02-09,,,7.31,731,18.47,1847,8.72,872,,,,,,,,
minnesota,austin,Minnesota,Austin,2209,4/12,15601,2026-02-09,1.3,2.5,7.31,731,18.47,1847,8.72,872,,,,,,,,
minnesota,bemidji,Minnesota,Bemidji,2209,4/12,21116,2026-02-09,,,7.31,731,18.47,1847,8.72,872,,,,,,,,
minnesota,brainerd,Minnesota,Brainerd,2209,4/12,19509,2026-02-09,2.0,4.5,7.31,731,18.47,1847,8.72,872,,,,,,,,
minnesota,burnsville,Minnesota,Burnsville,2209,4/12,14635,2026-02-09,1.75,3.5,7.31,731,18.47,1847,8.72,872,,,,,,,,
minnesota,duluth,Minnesota,Duluth,1930,4/12,56002,2026-02-09,3.5,6.5,7.54,754,18.47,1847,8.72,872,,,,,,,,
minnesota,eden-prairie,Minnesota,Eden Prairie,1640,6/12,14620,2026-02-09,2.5,4.5,6.98,698,18.47,1847,8.17,817,,,,,,,,
minnesota,elk-river,Minnesota,Elk River,2209,4/12,16119,2026-02-09,,,7.31,731,18.47,1847,8.72,872,,,,,,,,
minnesota,grand-rapids,Minnesota,Grand Rapids,2209,6/12,14948,2026-02-09,2.0,4.0,7.31,731,18.47,1847,8.72,872,,,,,,,,
minnesota,lakeville,Minnesota,Lakeville,2209,6/12,15905,2026-02-09,,,7.31,731,18.47,1847,8.72,872,,,,,,,,
minnesota,mankato,Minnesota,Mankato,2209,4/12,19601,2026-02-09,,,7.31,731,18.47,1847,8.72,872,,,,,,,,
minnesota,minneapolis,Minnesota,Minneapolis,1640,4/12,318611,2026-02-09,2.5,4.5,6.98,698,18.47,1847,8.17,817,,,,,,,,
minnesota,moorhead,Minnesota,Moorhead,2486,4/12,14446,2026-02-09,2.5,4.5,7.22,722,18.47,1847,8.72,872,,,,,,,,
minnesota,rochester,Minnesota,Rochester,2209,4/12,45192,2026-02-09,,,7.31,731,18.47,1847,8.72,872,,,,,,,,
minnesota,saint-cloud,Minnesota,Saint Cloud,2209,4/12,27683,2026-02-09,1.5,3.5,7.31,731,18.47,1847,8.72,872,,,,,,,,
minnesota,saint-paul,Minnesota,Saint Paul,3434,4/12,234937,2026-02-09,,,4.74,474,14.49,1449,8.72,872,,,,,,,,
minnesota,stillwater,Minnesota,Stillwater,3180,6/12,14933,2026-02-09,,,9.36,936,18.47,1847,8.72,872,,,,,,,,
minnesota,winona,Minnesota,Winona,2209,6/12,15649,2026-02-09,,,7.31,731,18.47,1847,8.72,872,,,,,,,,
mississippi,biloxi,Mississippi,Biloxi,2615,4/12,18858,2026-02-09,,,5.78,578,19.17,1917,8.03,803,,,,,,,,
mississippi,brandon,Mississippi,Brandon,2615,6/12,25332,2026-02-09,1.5,3.5,5.78,578,19.17,1917,8.03,803,,,,,,,,
mississippi,columbus,Mississippi,Columbus,2615,4/12,24411,2026-02-09,1.25,2.25,5.78,578,19.17,1917,8.03,803,,,,,,,,
mississippi,greenville,Mississippi,Greenville,2615,4/12,15613,2026-02-09,,,5.78,578,19.17,1917,8.03,803,,,,,,,,
mississippi,gulfport,Mississippi,Gulfport,2615,4/12,32712,2026-02-09,,,5.78,578,19.17,1917,8.03,803,,,,,,,,
mississippi,hattiesburg,Mississippi,Hattiesburg,2615,4/12,35050,2026-02-09,,,5.78,578,19.17,1917,8.03,803,,,,,,,,
mississippi,jackson,Mississippi,Jackson,2615,4/12,58441,2026-02-09,,,5.78,578,19.17,1917,8.03,803,,,,,,,,
mississippi,laurel,Mississippi,Laurel,2615,4/12,23482,2026-02-09,,,5.78,578,19.17,1917,8.03,803,,,,,,,,
mississippi,meridian,Mississippi,Meridian,3015,6/12,27405,2026-02-09,,,4.58,458,19.17,1917,8.03,803,,,,,,,,
mississippi,moss-point,Mississippi,Moss Point,2550,4/12,16613,2026-02-09,1.5,2.5,5.57,557,19.17,1917,8.03,803,,,,,,,,
mississippi,natchez,Mississippi,Natchez,2615,6/12,14965,2026-02-09,,,5.78,578,19.17,1917,8.03,803,,,,,,,,
mississippi,ocean-springs,Mississippi,Ocean Springs,2875,6/12,15427,2026-02-09,1.75,3.0,6.01,601,19.17,1917,8.03,803,,,,,,,,
mississippi,olive-branch,Mississippi,Olive Branch,1753,6/12,19708,2026-02-09,1.75,3.5,7.62,762,19.17,1917,8.03,803,,,,,,,,
mississippi,oxford,Mississippi,Oxford,2615,6/12,17566,2026-02-09,,,5.78,578,19.17,1917,8.03,803,,,,,,,,
mississippi,philadelphia,Mississippi,Philadelphia,2615,6/12,15420,2026-02-09,,,5.78,578,19.17,1917,8.03,803,,,,,,,,
mississippi,picayune,Mississippi,Picayune,2615,4/12,14713,2026-02-09,,,5.78,578,19.17,1917,8.03,803,,,,,,,,
